CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,CustomerStatus,ComplainReceived,WarehouseToHomeRange,TenureRange,CashbackAmountRange
50156,0,26,Mobile Phone,1,9,Credit Card,Male,2,3,Grocery,3,Divorced,4,1,16,2,1,3,276,Retained,Yes,Very close distance,more than 2 years,High Cashback Amount
50157,0,15,Mobile Phone,3,6,Debit Card,Male,2,3,Laptop & Accessory,3,Divorced,2,0,25,4,11,6,149,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
50158,0,2,Computer,3,8,Debit Card,Male,2,3,Laptop & Accessory,2,Single,2,0,18,0,1,9,146,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
50159,0,28,Mobile Phone,1,26,Cash on Delivery,Male,2,3,Laptop & Accessory,2,Divorced,4,1,19,1,1,8,154,Retained,Yes,Moderate distance,more than 2 years,Moderate Cashback Amount
50160,0,0,Computer,1,17,Credit Card,Male,2,3,Laptop & Accessory,5,Divorced,2,1,13,2,3,3,147,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
50161,0,10,Mobile Phone,1,6,Debit Card,Female,2,3,Mobile Phone,2,Single,2,0,12,1,5,7,121,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
50162,1,7,Computer,1,30,Debit Card,Male,3,3,Mobile Phone,3,Married,4,1,22,0,1,0,132,Churned,Yes,Moderate distance,1 Year,Moderate Cashback Amount
50163,0,11,Mobile Phone,1,29,Debit Card,Male,2,3,Laptop & Accessory,2,Married,10,0,14,0,1,2,157,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
50164,1,0,Mobile Phone,1,16,Credit Card,Male,2,3,Mobile Phone,4,Married,3,1,13,1,1,2,124,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
50165,0,1,Mobile Phone,1,14,Debit Card,Female,3,3,Mobile Phone,2,Single,2,0,21,0,1,2,133,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50166,0,22,Computer,1,16,Debit Card,Female,2,3,Others,5,Single,10,1,11,2,1,2,287,Retained,Yes,Close distance,2 Years,High Cashback Amount
50167,0,9,Mobile Phone,1,9,Cash on Delivery,Male,1,3,Laptop & Accessory,4,Single,5,0,12,6,7,7,145,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
50168,0,4,Computer,3,11,E wallet,Female,3,3,Mobile Phone,4,Married,2,0,11,0,2,2,128,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50169,1,0,Mobile Phone,3,10,E wallet,Male,2,4,Laptop & Accessory,2,Single,2,1,12,7,7,4,158,Churned,Yes,Very close distance,6 Months,Moderate Cashback Amount
50170,0,10,Computer,1,16,Credit Card,Male,2,3,Mobile Phone,2,Divorced,2,1,12,0,1,2,123,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
50171,0,15,Computer,3,32,E wallet,Female,3,3,Grocery,4,Divorced,6,0,14,2,3,8,235,Retained,No,Far distance,2 Years,High Cashback Amount
50172,1,10,Mobile Phone,1,9,Debit Card,Male,2,3,Mobile Phone,3,Single,2,0,13,0,1,0,114,Churned,No,Very close distance,1 Year,Moderate Cashback Amount
50173,0,8,Mobile Phone,3,22,E wallet,Male,3,3,Fashion,4,Divorced,1,0,15,3,6,9,180,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
50174,0,9,Computer,1,24,Debit Card,Male,2,2,Mobile Phone,2,Divorced,5,0,18,0,1,0,137,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
50175,0,24,Mobile Phone,1,8,Credit Card,Male,2,5,Laptop & Accessory,4,Married,6,0,18,0,1,2,155,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
50176,0,14,Mobile Phone,3,8,Debit Card,Male,2,3,Grocery,4,Single,2,0,19,1,3,4,260,Retained,No,Very close distance,2 Years,High Cashback Amount
50177,0,0,Mobile Phone,3,16,Credit Card,Female,3,4,Mobile Phone,3,Single,2,0,12,1,1,0,112,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50178,0,1,Mobile Phone,1,22,Credit Card,Male,3,2,Laptop & Accessory,5,Single,1,0,19,0,1,7,157,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
50179,0,4,Mobile Phone,3,13,Cash on Delivery,Male,3,2,Laptop & Accessory,2,Divorced,5,0,11,3,7,7,169,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50180,0,12,Mobile Phone,1,6,Credit Card,Male,2,2,Fashion,2,Married,1,0,17,3,3,7,196,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
50181,0,9,Computer,1,30,Debit Card,Female,2,3,Laptop & Accessory,4,Divorced,8,0,15,0,1,8,157,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
50182,0,5,Mobile Phone,3,13,Debit Card,Male,3,4,Laptop & Accessory,3,Divorced,2,0,14,1,4,8,155,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50183,0,11,Mobile Phone,1,31,Debit Card,Female,2,4,Fashion,4,Divorced,4,0,17,1,1,5,221,Retained,No,Far distance,1 Year,High Cashback Amount
50184,0,30,Computer,1,6,Debit Card,Male,2,5,Laptop & Accessory,3,Married,3,1,13,1,1,2,157,Retained,Yes,Very close distance,more than 2 years,Moderate Cashback Amount
50185,0,4,Mobile Phone,1,11,Cash on Delivery,Male,2,3,Mobile Phone,2,Divorced,1,1,12,0,1,3,148,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
50186,0,4,Mobile Phone,2,8,UPI,Male,3,4,Laptop & Accessory,5,Divorced,4,0,12,0,1,0,164,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
50187,0,18,Computer,1,13,Debit Card,Male,3,3,Fashion,5,Married,2,0,18,5,9,11,152,Retained,No,Close distance,2 Years,Moderate Cashback Amount
50188,0,4,Mobile Phone,1,8,Debit Card,Male,3,3,Mobile Phone,2,Married,1,1,18,1,2,2,127,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
50189,0,6,Computer,1,11,Debit Card,Female,3,3,Fashion,4,Divorced,7,0,11,2,8,5,219,Retained,No,Close distance,6 Months,High Cashback Amount
50190,0,12,Mobile Phone,1,16,Credit Card,Male,2,3,Grocery,5,Divorced,2,1,14,2,11,10,271,Retained,Yes,Close distance,1 Year,High Cashback Amount
50191,0,16,Computer,1,16,Debit Card,Female,2,3,Mobile Phone,2,Single,1,0,19,0,1,7,125,Retained,No,Close distance,2 Years,Moderate Cashback Amount
50192,0,22,Mobile Phone,1,6,Cash on Delivery,Female,2,4,Grocery,3,Single,8,1,12,1,3,7,240,Retained,Yes,Very close distance,2 Years,High Cashback Amount
50193,1,15,Mobile Phone,1,14,Credit Card,Male,2,4,Laptop & Accessory,4,Divorced,3,0,15,7,7,7,149,Churned,No,Close distance,2 Years,Moderate Cashback Amount
50194,0,0,Mobile Phone,1,16,Debit Card,Female,2,3,Mobile Phone,4,Single,2,1,12,0,1,2,125,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
50195,0,5,Mobile Phone,3,14,Cash on Delivery,Female,3,4,Laptop & Accessory,4,Divorced,2,1,11,6,11,9,152,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
50196,0,0,Mobile Phone,3,8,Debit Card,Male,3,3,Laptop & Accessory,3,Single,2,1,11,1,1,4,145,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
50197,0,4,Mobile Phone,3,13,E wallet,Male,3,3,Laptop & Accessory,2,Married,5,0,12,0,1,7,175,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50198,0,5,Mobile Phone,1,8,Credit Card,Female,3,2,Laptop & Accessory,2,Single,8,0,16,1,1,7,151,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
50199,1,0,Mobile Phone,1,8,Credit Card,Male,2,5,Mobile Phone,2,Divorced,6,1,13,2,2,2,135,Churned,Yes,Very close distance,6 Months,Moderate Cashback Amount
50200,0,3,Mobile Phone,1,34,Credit Card,Female,3,3,Laptop & Accessory,2,Divorced,2,0,13,0,1,9,158,Retained,No,Far distance,6 Months,Moderate Cashback Amount
50201,0,4,Computer,1,13,Debit Card,Female,2,4,Fashion,3,Divorced,2,0,24,3,8,9,189,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50202,0,12,Computer,1,5,Credit Card,Male,2,4,Others,2,Divorced,2,0,16,9,13,3,293,Retained,No,Very close distance,1 Year,High Cashback Amount
50203,1,2,Mobile Phone,3,9,Credit Card,Female,2,3,Laptop & Accessory,3,Divorced,5,1,18,1,1,0,152,Churned,Yes,Very close distance,6 Months,Moderate Cashback Amount
50204,0,6,Computer,3,16,E wallet,Male,2,4,Laptop & Accessory,2,Single,4,0,14,1,1,1,147,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50205,0,20,Mobile Phone,1,11,Debit Card,Male,2,3,Others,3,Divorced,5,0,11,2,1,1,283,Retained,No,Close distance,2 Years,High Cashback Amount
50206,0,16,Computer,1,16,Debit Card,Female,2,4,Laptop & Accessory,3,Married,2,0,11,0,1,0,153,Retained,No,Close distance,2 Years,Moderate Cashback Amount
50207,0,0,Computer,3,6,E wallet,Male,3,3,Laptop & Accessory,4,Divorced,1,1,13,0,1,4,163,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
50208,0,27,Computer,1,26,Debit Card,Female,2,3,Laptop & Accessory,3,Single,4,0,12,1,1,3,149,Retained,No,Moderate distance,more than 2 years,Moderate Cashback Amount
50209,0,16,Mobile Phone,1,13,Debit Card,Female,2,3,Fashion,5,Divorced,9,0,16,1,1,0,200,Retained,No,Close distance,2 Years,Moderate Cashback Amount
50210,0,18,Mobile Phone,1,14,UPI,Male,3,3,Laptop & Accessory,2,Divorced,10,0,14,7,9,8,137,Retained,No,Close distance,2 Years,Moderate Cashback Amount
50211,0,13,Mobile Phone,3,6,Credit Card,Male,2,5,Laptop & Accessory,2,Divorced,3,1,22,1,1,2,175,Retained,Yes,Very close distance,2 Years,Moderate Cashback Amount
50212,1,10,Mobile Phone,1,14,UPI,Male,3,5,Mobile Phone,5,Divorced,2,1,11,1,1,7,121,Churned,Yes,Close distance,1 Year,Moderate Cashback Amount
50213,0,2,Mobile Phone,1,15,UPI,Male,1,4,Mobile Phone,2,Single,1,0,17,2,2,2,140,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50214,0,3,Mobile Phone,3,11,E wallet,Female,1,4,Laptop & Accessory,3,Married,2,0,13,0,1,2,161,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50215,0,0,Mobile Phone,3,14,E wallet,Female,2,3,Laptop & Accessory,4,Divorced,2,0,18,0,1,7,162,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50216,0,10,Mobile Phone,1,11,Credit Card,Male,3,3,Laptop & Accessory,2,Married,8,0,16,0,1,4,163,Retained,No,Close distance,1 Year,Moderate Cashback Amount
50217,0,11,Mobile Phone,1,21,Debit Card,Male,3,4,Fashion,2,Married,1,1,14,1,2,5,215,Retained,Yes,Moderate distance,1 Year,High Cashback Amount
50218,0,4,Mobile Phone,1,13,Credit Card,Female,2,3,Fashion,2,Single,2,1,14,2,4,10,171,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
50219,0,2,Mobile Phone,3,16,E wallet,Female,2,4,Laptop & Accessory,4,Married,2,1,14,0,1,7,183,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
50220,0,8,Mobile Phone,1,11,Cash on Delivery,Male,3,3,Fashion,4,Single,1,0,13,0,1,13,181,Retained,No,Close distance,1 Year,Moderate Cashback Amount
50221,0,0,Mobile Phone,1,32,Debit Card,Male,3,3,Mobile Phone,2,Married,2,0,12,1,1,2,129,Retained,No,Far distance,6 Months,Moderate Cashback Amount
50222,0,14,Mobile Phone,1,12,Credit Card,Male,3,4,Laptop & Accessory,4,Single,7,1,15,1,1,2,160,Retained,Yes,Close distance,2 Years,Moderate Cashback Amount
50223,0,20,Computer,3,10,Credit Card,Male,3,3,Laptop & Accessory,3,Single,4,0,19,0,1,0,130,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
50224,0,15,Mobile Phone,1,29,Debit Card,Female,2,3,Grocery,2,Single,3,0,14,0,3,0,260,Retained,No,Moderate distance,2 Years,High Cashback Amount
50225,0,2,Computer,3,8,Debit Card,Male,3,3,Laptop & Accessory,3,Divorced,2,0,14,1,1,2,146,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
50226,0,15,Mobile Phone,2,8,Cash on Delivery,Male,3,3,Mobile Phone,3,Married,1,1,11,1,1,0,127,Retained,Yes,Very close distance,2 Years,Moderate Cashback Amount
50227,0,5,Mobile Phone,1,16,Credit Card,Female,3,3,Mobile Phone,4,Divorced,2,0,13,0,1,7,124,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50228,0,21,Mobile Phone,3,35,Credit Card,Female,3,3,Fashion,3,Divorced,4,0,21,0,1,5,225,Retained,No,Far distance,2 Years,High Cashback Amount
50229,0,10,Mobile Phone,1,12,Credit Card,Male,2,2,Laptop & Accessory,5,Married,5,1,13,2,6,7,160,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
50230,0,3,Computer,3,31,Cash on Delivery,Female,2,3,Laptop & Accessory,3,Divorced,8,1,12,1,2,2,147,Retained,Yes,Far distance,6 Months,Moderate Cashback Amount
50231,0,0,Mobile Phone,3,6,Debit Card,Male,2,3,Laptop & Accessory,3,Divorced,2,0,17,2,7,7,153,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
50232,0,15,Mobile Phone,1,8,UPI,Male,3,4,Laptop & Accessory,2,Single,4,0,23,0,1,0,168,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
50233,1,10,Computer,3,6,Cash on Delivery,Female,2,4,Mobile Phone,4,Single,2,1,11,1,1,2,122,Churned,Yes,Very close distance,1 Year,Moderate Cashback Amount
50234,0,9,Computer,3,6,Credit Card,Female,2,3,Laptop & Accessory,2,Single,5,0,15,1,1,0,167,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
50235,0,9,Computer,3,9,Credit Card,Male,2,4,Fashion,2,Divorced,5,0,11,0,1,12,197,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
50236,0,30,Mobile Phone,1,6,Credit Card,Male,2,3,Laptop & Accessory,3,Divorced,3,0,11,1,1,2,168,Retained,No,Very close distance,more than 2 years,Moderate Cashback Amount
50237,0,10,Mobile Phone,1,16,Debit Card,Female,2,2,Mobile Phone,3,Divorced,4,1,13,0,1,7,122,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
50238,0,0,Computer,3,16,Credit Card,Male,2,3,Mobile Phone,2,Single,2,0,24,0,2,2,126,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50239,1,0,Mobile Phone,3,11,E wallet,Female,3,3,Mobile Phone,3,Single,2,1,13,1,1,0,129,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
50240,0,10,Mobile Phone,1,16,Credit Card,Female,3,3,Mobile Phone,5,Divorced,7,0,20,1,1,3,135,Retained,No,Close distance,1 Year,Moderate Cashback Amount
50241,0,19,Computer,1,13,Credit Card,Female,1,3,Laptop & Accessory,3,Divorced,3,0,14,0,1,0,153,Retained,No,Close distance,2 Years,Moderate Cashback Amount
50242,1,4,Computer,3,10,E wallet,Male,2,3,Laptop & Accessory,4,Single,2,0,18,7,7,7,194,Churned,No,Very close distance,6 Months,Moderate Cashback Amount
50243,0,23,Mobile Phone,1,16,Cash on Delivery,Male,3,4,Fashion,2,Single,7,0,15,0,1,3,205,Retained,No,Close distance,2 Years,High Cashback Amount
50244,1,3,Mobile Phone,3,28,E wallet,Male,3,4,Laptop & Accessory,3,Divorced,3,1,12,1,1,0,164,Churned,Yes,Moderate distance,6 Months,Moderate Cashback Amount
50245,0,4,Mobile Phone,1,16,Debit Card,Male,2,4,Mobile Phone,4,Single,1,1,16,1,2,2,127,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
50246,1,0,Mobile Phone,3,18,Debit Card,Female,3,2,Mobile Phone,4,Single,2,0,15,0,1,0,127,Churned,No,Close distance,6 Months,Moderate Cashback Amount
50247,0,10,Mobile Phone,1,29,Debit Card,Male,2,3,Mobile Phone,2,Single,10,0,16,1,1,2,122,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
50248,0,8,Mobile Phone,1,15,Debit Card,Male,3,4,Laptop & Accessory,4,Single,10,0,19,1,1,0,165,Retained,No,Close distance,1 Year,Moderate Cashback Amount
50249,0,0,Mobile Phone,1,6,Credit Card,Male,2,3,Mobile Phone,4,Married,2,0,11,0,1,4,138,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
50250,0,1,Mobile Phone,3,15,Debit Card,Male,3,3,Laptop & Accessory,2,Single,2,0,16,1,1,7,153,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50251,0,22,Mobile Phone,1,13,UPI,Male,2,4,Fashion,3,Single,9,0,24,1,1,0,145,Retained,No,Close distance,2 Years,Moderate Cashback Amount
50252,0,24,Mobile Phone,3,20,Debit Card,Female,2,3,Laptop & Accessory,2,Divorced,5,0,11,0,1,7,149,Retained,No,Close distance,2 Years,Moderate Cashback Amount
50253,0,9,Mobile Phone,1,16,Debit Card,Female,3,3,Mobile Phone,3,Divorced,5,0,13,1,2,2,125,Retained,No,Close distance,1 Year,Moderate Cashback Amount
50254,1,0,Computer,3,25,E wallet,Male,3,2,Laptop & Accessory,2,Single,9,1,13,1,1,4,153,Churned,Yes,Moderate distance,6 Months,Moderate Cashback Amount
50255,0,28,Mobile Phone,1,8,Debit Card,Female,3,3,Grocery,2,Single,3,1,13,2,1,2,267,Retained,Yes,Very close distance,more than 2 years,High Cashback Amount
50256,0,0,Mobile Phone,3,16,E wallet,Female,3,3,Laptop & Accessory,3,Married,2,1,12,0,1,3,143,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
50257,0,3,Mobile Phone,3,16,Cash on Delivery,Male,3,3,Mobile Phone,4,Divorced,2,0,18,1,1,0,125,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50258,1,0,Computer,1,9,Cash on Delivery,Male,3,3,Mobile Phone,5,Single,1,0,22,0,1,4,131,Churned,No,Very close distance,6 Months,Moderate Cashback Amount
50259,0,10,Mobile Phone,1,17,Credit Card,Female,2,3,Mobile Phone,4,Divorced,2,0,13,1,1,2,122,Retained,No,Close distance,1 Year,Moderate Cashback Amount
50260,0,9,Mobile Phone,3,8,Credit Card,Male,3,4,Fashion,3,Divorced,2,0,13,9,9,0,176,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
50261,1,10,Computer,1,10,Cash on Delivery,Male,2,3,Mobile Phone,2,Single,19,1,23,1,1,0,123,Churned,Yes,Very close distance,1 Year,Moderate Cashback Amount
50262,0,10,Mobile Phone,1,20,Debit Card,Female,3,3,Mobile Phone,5,Married,2,0,12,3,12,17,130,Retained,No,Close distance,1 Year,Moderate Cashback Amount
50263,0,13,Mobile Phone,3,8,E wallet,Female,2,3,Laptop & Accessory,4,Married,8,0,12,0,1,3,157,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
50264,0,15,Mobile Phone,1,16,Debit Card,Female,3,3,Mobile Phone,5,Married,4,0,16,1,1,2,126,Retained,No,Close distance,2 Years,Moderate Cashback Amount
50265,0,10,Mobile Phone,1,16,Debit Card,Male,2,3,Laptop & Accessory,4,Single,3,1,12,0,1,1,142,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
50266,0,16,Mobile Phone,1,18,Debit Card,Male,2,4,Grocery,4,Married,2,0,11,0,3,9,243,Retained,No,Close distance,2 Years,High Cashback Amount
50267,0,13,Mobile Phone,1,8,Credit Card,Female,3,4,Laptop & Accessory,3,Divorced,7,0,22,1,1,0,134,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
50268,0,27,Mobile Phone,1,11,Credit Card,Male,2,3,Others,5,Divorced,5,0,16,1,1,2,294,Retained,No,Close distance,more than 2 years,High Cashback Amount
50269,0,7,Computer,3,10,E wallet,Female,3,3,Laptop & Accessory,3,Divorced,10,0,15,1,1,2,165,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
50270,0,4,Mobile Phone,1,13,Credit Card,Female,2,3,Laptop & Accessory,5,Divorced,2,0,12,3,3,12,143,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50271,0,10,Computer,1,27,Credit Card,Male,3,3,Mobile Phone,2,Divorced,8,0,20,0,1,2,123,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
50272,0,16,Mobile Phone,1,14,UPI,Female,3,3,Laptop & Accessory,3,Married,5,1,14,0,1,2,145,Retained,Yes,Close distance,2 Years,Moderate Cashback Amount
50273,0,0,Mobile Phone,3,10,Debit Card,Female,2,4,Laptop & Accessory,2,Single,2,1,11,0,1,3,145,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
50274,0,10,Computer,1,31,Credit Card,Female,3,3,Laptop & Accessory,3,Divorced,4,1,15,3,10,7,144,Retained,Yes,Far distance,1 Year,Moderate Cashback Amount
50275,0,10,Mobile Phone,1,6,Debit Card,Male,3,4,Mobile Phone,5,Divorced,2,0,12,0,3,2,122,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
50276,0,12,Computer,1,6,Debit Card,Male,2,3,Others,3,Married,2,1,14,0,1,6,292,Retained,Yes,Very close distance,1 Year,High Cashback Amount
50277,0,29,Computer,3,12,Debit Card,Female,2,2,Grocery,5,Divorced,10,0,11,2,3,7,232,Retained,No,Close distance,more than 2 years,High Cashback Amount
50278,0,3,Mobile Phone,3,18,Cash on Delivery,Female,2,3,Laptop & Accessory,3,Single,1,0,11,3,4,4,166,Retained,No,Close distance,6 Months,Moderate Cashback Amount
50279,0,14,Mobile Phone,3,6,E wallet,Male,2,2,Fashion,5,Divorced,2,0,16,1,1,7,184,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
50280,0,1,Mobile Phone,1,23,Credit Card,Male,3,3,Laptop & Accessory,5,Married,2,0,12,0,1,8,146,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
50281,1,0,Mobile Phone,1,9,Credit Card,Male,3,3,Mobile Phone,5,Divorced,6,0,13,1,1,2,140,Churned,No,Very close distance,6 Months,Moderate Cashback Amount
50282,0,25,Mobile Phone,1,9,Credit Card,Male,2,4,Fashion,3,Divorced,3,1,14,0,1,4,180,Retained,Yes,Very close distance,more than 2 years,Moderate Cashback Amount
50283,0,18,Mobile Phone,1,16,Debit Card,Male,3,3,Mobile Phone,2,Divorced,4,0,21,1,1,2,127,Retained,No,Close distance,2 Years,Moderate Cashback Amount
50284,0,25,Mobile Phone,1,10,Debit Card,Female,1,3,Grocery,2,Divorced,3,0,13,2,1,4,266,Retained,No,Very close distance,more than 2 years,High Cashback Amount
50285,0,15,Computer,1,35,Debit Card,Female,3,3,Laptop & Accessory,3,Married,3,0,11,1,1,2,146,Retained,No,Far distance,2 Years,Moderate Cashback Amount
50286,0,3,Mobile Phone,1,8,Debit Card,Female,2,5,Laptop & Accessory,2,Single,3,0,20,0,1,2,161,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
50287,0,30,Mobile Phone,1,13,Debit Card,Female,2,3,Others,5,Divorced,6,0,16,0,11,10,296,Retained,No,Close distance,more than 2 years,High Cashback Amount
50288,0,19,Mobile Phone,1,24,Credit Card,Female,2,3,Laptop & Accessory,3,Married,3,0,14,0,1,8,148,Retained,No,Moderate distance,2 Years,Moderate Cashback Amount
50289,0,15,Computer,1,34,Cash on Delivery,Female,2,4,Laptop & Accessory,2,Divorced,1,0,11,0,1,4,145,Retained,No,Far distance,2 Years,Moderate Cashback Amount
50290,1,0,Mobile Phone,3,6,Cash on Delivery,Female,3,3,Mobile Phone,4,Single,2,1,16,1,1,4,132,Churned,Yes,Very close distance,6 Months,Moderate Cashback Amount
50291,1,0,Computer,3,16,E wallet,Female,2,5,Mobile Phone,3,Married,1,0,16,1,1,0,124,Churned,No,Close distance,6 Months,Moderate Cashback Amount
50292,0,10,Computer,1,8,Debit Card,Male,2,3,Mobile Phone,2,Divorced,2,1,23,1,1,0,117,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
